accident_id,incident_datetime,city,state,country,latitude,longitude,road_name,road_type,intersection_type,accident_type,weather_condition,road_condition,light_condition,speed_limit,actual_speed_kph,driver_age,driver_gender,casualties,fatalities,vehicles_involved,alcohol_influence,blood_alcohol_level,weather_reported_at,reporting_department,pedestrian_involved
fbc3a1c9-cf38-442f-9498-3a6c7ca59d46,2022-11-14T11:25:27.361Z,Hageneschester,Virginia,"Virgin Islands, U.S.",-27.4555,5.632,dolorum,totam,terror,cogo,defaeco,sunt,vesco,69,131.6510206,21,tergiversatio,1,1,3,FALSE,0.107891111,2023-04-12T10:48:44.204Z,Towne - Prohaska,TRUE
736db3a5-d65c-473e-9bf3-184c22e3f8a1,2020-05-11T13:57:12.618Z,North Lola,Virginia,Cape Verde,-82.4306,75.6478,tamdiu,custodia,vulticulus,defendo,delinquo,vinum,circumvenio,115,217.4380281,60,adamo,2,1,4,TRUE,0.121345893,2022-10-01T15:36:52.636Z,Reichert - Tremblay,TRUE
24bff023-fc3f-48f9-afa4-2d7266fe5ca3,2019-04-15T14:45:46.577Z,Croninworth,Alabama,Sao Tome and Principe,-50.9978,-25.006,correptius,vigilo,blanditiis,defessus,cura,thalassinus,beneficium,101,144.0454048,67,ipsum,5,0,1,FALSE,0.234771621,2020-01-19T13:18:56.417Z,"Fadel, Boyer and Christiansen",FALSE
56a58e18-7507-4f40-9bcd-8c4d4f1c495a,2020-01-16T01:11:19.767Z,Lorain,Pennsylvania,Chad,-11.3386,124.6888,colligo,conspergo,culpo,incidunt,amo,adhuc,adhaero,121,44.94610827,24,cuius,3,1,3,TRUE,0.060950615,2020-11-10T22:39:13.304Z,Champlin and Sons,FALSE
c9999278-3d06-4dbf-a059-bbcbd8b328a1,2025-07-05T10:31:38.455Z,North Jailynfurt,Louisiana,Botswana,-41.7098,156.8117,conitor,conventus,caelum,viridis,amo,quae,sophismata,127,219.8347198,88,veniam,3,1,3,TRUE,0.087865443,2023-02-02T21:34:33.661Z,"Schamberger, Von and Smitham",FALSE
370dcf96-2aae-4810-8ed4-f2a7970db962,2024-01-09T04:36:47.337Z,Dooleyville,Michigan,Azerbaijan,-82.4494,110.3348,fugit,voro,texo,aptus,theca,vomito,quibusdam,130,131.8517346,60,asperiores,4,0,5,TRUE,0.121816624,2021-08-10T19:16:51.850Z,Schimmel Inc,TRUE
da5aea91-83d6-431f-acd1-146b574f5920,2019-08-30T13:16:16.635Z,West Eldoraburgh,Kansas,Fiji,60.773,-158.4107,arbitro,blandior,tum,depopulo,peior,corrigo,amplexus,82,185.8298565,55,tandem,4,2,2,FALSE,0.132405088,2018-10-27T10:06:05.384Z,Walter and Sons,TRUE
8d6f433b-b672-4b04-a371-9371a205dd8e,2021-07-17T14:04:30.006Z,Fort Alek,Montana,Angola,70.18,-38.7447,bonus,accendo,damnatio,amplus,decretum,repellendus,aegre,80,82.51730241,80,denego,2,0,3,TRUE,0.108816816,2020-03-03T12:36:51.181Z,White Inc,FALSE
bdc78f45-87bf-4310-ac43-c74eb063fbd1,2020-05-02T06:32:06.656Z,Konopelskistad,Tennessee,South Sudan,84.6559,4.4548,soluta,vulpes,beneficium,confero,quia,provident,comparo,59,234.3336134,56,temeritas,3,0,1,TRUE,0.103315928,2021-03-14T15:06:54.319Z,"Kirlin, Schiller and Welch",TRUE
e027433e-1c99-4a26-9c28-bbc2c662dcf5,2019-01-23T10:43:08.663Z,Santa Rosa,Kentucky,Cayman Islands,21.0731,-177.0466,tam,curiositas,aer,degero,triumphus,depono,culpo,31,108.3092961,28,vilis,2,0,3,TRUE,0.186857652,2024-09-29T04:15:06.043Z,Rogahn Inc,FALSE
4005cc2f-ea5a-4e8d-bd84-68355f429544,2018-10-28T22:51:50.050Z,New Jadyn,Georgia,Guernsey,80.0558,-55.8835,tabgo,adulescens,explicabo,animus,harum,vivo,ciminatio,120,177.7202869,74,congregatio,6,1,3,TRUE,0.2299442,2023-09-13T06:42:47.410Z,"Bergstrom, Rowe and Mitchell",TRUE
d83c41dd-9455-4162-a695-4fa9a64c5818,2024-09-27T14:14:47.179Z,Auburn,Alaska,China,49.2615,157.7592,cotidie,vallum,cui,patior,aspicio,corrumpo,spiculum,109,57.66282855,68,conventus,3,2,1,TRUE,0.121516513,2021-05-24T14:14:50.880Z,Lakin and Sons,TRUE
d6556c65-a1b8-41c8-a654-c7c94102914c,2024-12-14T01:12:34.837Z,Schneiderworth,Iowa,El Salvador,65.1958,-135.4494,canonicus,tonsor,numquam,adhuc,necessitatibus,crur,cupio,110,184.0121591,28,baiulus,5,2,1,TRUE,0.006949865,2023-06-25T01:54:43.233Z,"Nolan, Stark and Graham",FALSE
131b3551-5851-4f4c-a105-28267371476e,2020-07-06T21:47:17.486Z,Kyleside,Delaware,Ukraine,-23.7018,84.4305,qui,crux,clamo,vorax,virgo,thymum,cibo,87,159.4234884,89,nobis,0,0,3,TRUE,0.07624801,2023-03-23T13:37:29.719Z,Rowe - McKenzie,FALSE
2d34ecb0-1afb-4e54-a074-65ca45776ce3,2019-11-02T16:58:58.990Z,West Yvettestad,West Virginia,United States of America,75.009,50.5437,amo,tabgo,asper,dolore,celebrer,via,crinis,94,236.2520937,17,trado,3,0,2,FALSE,0.003740995,2025-03-25T23:57:57.144Z,"Balistreri, Waelchi and Leuschke",TRUE
0483e7ec-6339-4cb1-be7a-64a495191e64,2024-10-16T05:20:12.849Z,Lavernemouth,Wyoming,North Macedonia,-18.6597,87.3618,vis,vulnus,porro,deprimo,textus,subseco,vulnus,84,150.5099232,62,cunctatio,5,0,5,FALSE,0.229787599,2022-01-16T23:38:34.235Z,"Nienow, Sawayn and Johnson",TRUE
a827ff6f-7fbb-4f80-b3bb-1e4516508324,2024-05-14T05:56:20.665Z,Erdmanton,Oregon,Montenegro,43.6272,-60.0273,vulgo,arbor,teres,desipio,cognomen,deorsum,titulus,55,133.5037701,58,curo,5,0,1,FALSE,0.169216358,2025-07-02T03:48:18.288Z,Rodriguez LLC,TRUE
48a13b71-b391-484f-8046-f9ef0f7401d9,2022-05-20T11:23:28.067Z,Gardena,Michigan,Netherlands,-47.0578,-9.2278,depono,amoveo,unde,nihil,cohibeo,impedit,vulpes,89,208.8830165,65,cruciamentum,4,1,1,TRUE,0.1730211,2019-06-04T04:38:22.072Z,"Bogisich, Emard and Dickens",FALSE
a3c0b2d4-cf44-4783-bce5-7af0a6d2472b,2022-12-23T10:13:27.649Z,Marietta,Maryland,Guernsey,-27.7543,-155.2796,deprimo,terebro,ambulo,synagoga,defungo,sub,amo,79,18.43932935,84,suffoco,2,1,5,TRUE,0.175767178,2022-04-03T05:43:07.915Z,Dietrich - Marquardt,TRUE
63cc1dcb-92a1-4a59-83f6-dbb461689840,2024-10-28T05:24:00.551Z,Rolfsonville,Nebraska,New Caledonia,-76.9043,173.2819,confero,teneo,conspergo,auctus,demo,tamen,coepi,63,23.52607582,62,suspendo,6,0,4,FALSE,0.228398692,2019-11-04T10:19:58.763Z,Schumm LLC,FALSE
5d0285b7-0adc-47c3-892c-72e2c4ade3cc,2023-12-30T16:59:26.042Z,Knoxville,Colorado,Egypt,-56.0558,12.5295,voluptas,carbo,ex,audeo,armarium,cubitum,aeneus,68,217.9640236,38,ulterius,3,0,3,FALSE,0.079298836,2019-09-17T00:21:15.398Z,Friesen - Murphy,TRUE
394cc0c4-f424-43ed-82c9-04d869a63c99,2025-11-28T11:01:45.294Z,Vineland,New Jersey,Guinea,-72.4731,150.2792,corrumpo,tabgo,repellendus,defaeco,corrupti,cupiditate,callide,35,176.4773833,90,distinctio,2,0,3,TRUE,0.121166339,2025-02-08T03:48:07.395Z,Bins Inc,FALSE
805c2be3-ab27-48fd-a513-8a03cb7abe87,2020-01-10T21:49:09.831Z,West Zackarytown,Texas,Sri Lanka,67.5959,-172.49,congregatio,audeo,corroboro,super,acsi,absens,valde,115,127.9343943,91,error,2,0,4,TRUE,0.142386048,2023-07-17T12:48:19.441Z,"Okuneva, Armstrong and Strosin",TRUE
4a54b7e0-af76-4f67-a81b-68396257d136,2024-05-11T01:29:14.941Z,Fort Annalise,Delaware,Marshall Islands,-16.6669,17.4445,dicta,celebrer,sumo,amo,tempora,tenus,cogo,113,23.29366651,28,conqueror,4,2,4,TRUE,0.234182741,2023-06-09T09:48:31.699Z,"Bernier, Shields and Emmerich",TRUE
fc70f5db-a8ab-42ae-b8c3-acc3a2db2842,2021-04-23T22:37:15.246Z,South Emilshire,California,North Macedonia,31.8063,50.6232,tabernus,cedo,charisma,degero,iusto,vester,conspergo,60,102.1051013,78,apparatus,6,1,5,TRUE,0.233148152,2018-02-21T20:31:52.704Z,"Cronin, Heidenreich and Vandervort",TRUE
dab4fefe-1063-4883-b471-5e612ce84d91,2019-04-23T10:32:09.892Z,Wileyland,Wyoming,Nepal,17.4654,66.1582,bestia,caries,contigo,antea,cibus,adfero,tutamen,126,16.40583186,94,commodo,4,0,4,TRUE,0.077457318,2018-08-16T20:50:03.763Z,"Dicki, Bartell and Donnelly",TRUE
fd42687c-c475-4f06-bfde-8ce93e453fec,2023-01-18T13:04:02.176Z,Carolinehaven,Iowa,France,-73.121,-174.6012,ducimus,natus,similique,curiositas,abbas,cernuus,acies,122,230.1490356,78,tyrannus,4,2,5,TRUE,0.117490876,2025-10-20T07:49:29.228Z,"Rath, Kessler and Swaniawski",FALSE
d42b5e84-d563-4925-8d52-0e2eae5347b4,2021-11-23T01:16:26.027Z,Rubieworth,Ohio,Marshall Islands,49.4667,-178.6988,speculum,suggero,clamo,atrocitas,amaritudo,cursus,rem,107,41.71332498,66,tutamen,0,2,3,TRUE,0.104620912,2024-01-02T21:04:12.719Z,Koepp LLC,FALSE
05885fc4-de27-4b13-8e6b-ef6c26373195,2020-10-22T07:00:55.430Z,Fort Effie,Vermont,Puerto Rico,-59.0572,-18.5296,vinitor,ab,umerus,eos,sustineo,stultus,desipio,24,117.9219117,89,video,1,0,1,FALSE,0.146323071,2019-03-27T22:29:31.670Z,Armstrong - Wisoky,TRUE
fc2d331d-82c3-4aa6-be61-e50c24434b9a,2022-04-15T20:14:12.724Z,South Bessie,New York,Germany,-7.6714,-170.6639,tubineus,aperiam,adversus,claustrum,creber,vix,illo,119,30.16434883,27,alias,3,1,1,FALSE,0.2270996,2020-06-29T20:11:37.360Z,Hoeger Inc,FALSE
01eaebfa-0b2b-4fdb-8a61-b839bdb0b51a,2021-10-12T11:12:13.104Z,Alviston,Hawaii,Lao People's Democratic Republic,-83.9191,-87.1893,comparo,cribro,corporis,succedo,hic,sequi,defleo,88,112.8488643,63,inventore,1,2,3,TRUE,0.140964367,2018-04-23T03:13:47.173Z,Kreiger - Crooks,TRUE
179394e4-29a1-4c9f-a907-c1f8e78fe1b6,2019-06-17T23:18:00.042Z,Lake Maudie,Wyoming,Iceland,-69.2621,-154.8611,ipsum,inflammatio,quam,spero,deripio,cuius,cupiditate,71,38.22602237,66,animus,5,1,5,FALSE,0.032353867,2021-02-26T15:31:05.954Z,Sawayn - Kertzmann,FALSE
a45f3174-6df0-4275-94f6-5cde5a8e06f5,2024-10-26T04:43:23.255Z,South Williamport,New Mexico,Uganda,18.684,-92.3952,victus,laborum,sopor,suppellex,tot,terra,tabesco,70,91.93675787,29,correptius,2,2,5,TRUE,0.080699612,2020-03-28T07:17:40.289Z,Quitzon - Effertz,FALSE
0f1d3162-2097-4d5f-9d3e-689cfe05f8ff,2019-08-28T08:17:31.820Z,East Geovanyburgh,Mississippi,Eritrea,33.5065,150.0085,denuo,harum,ipsa,colligo,volo,consuasor,carcer,125,72.36468025,41,et,3,2,4,TRUE,0.038088793,2020-12-24T03:56:59.846Z,Harvey and Sons,TRUE
2719ca41-43d9-42e2-b1d9-8197a8bba59d,2024-03-14T17:59:20.524Z,South Neil,Vermont,Jersey,-53.643,167.8766,curvo,suscipit,usque,unde,vacuus,acer,benigne,103,155.9127595,92,substantia,2,2,3,FALSE,0.044190932,2019-01-20T06:58:53.887Z,Pfeffer and Sons,TRUE
0dcd1925-f674-40c3-8566-76bd85d50e5d,2024-09-18T08:27:50.673Z,Malindaton,Alaska,Ecuador,28.854,-113.7981,conscendo,aliquam,umerus,aer,adstringo,barba,dens,88,33.90305671,99,canonicus,1,2,2,TRUE,0.214136787,2021-11-18T20:25:03.589Z,Corwin LLC,TRUE
2a105fae-7add-4de2-bfce-4eaaf8c6c496,2019-02-28T05:45:24.728Z,Noblesville,New Jersey,Portugal,65.0697,32.6912,cupiditate,comprehendo,valde,sint,angelus,abduco,animus,92,8.884864252,47,cohibeo,2,0,4,FALSE,0.183467929,2018-09-02T17:33:28.038Z,"Predovic, Ritchie and Langworth",TRUE
8aa31d24-2e6b-4773-8006-d28da173b362,2025-09-02T14:09:07.751Z,Heathcoteshire,Texas,Luxembourg,18.6687,-133.5285,agnitio,aliqua,tumultus,cometes,damnatio,temptatio,attero,102,147.4567356,38,totam,4,2,5,TRUE,0.000690944,2021-01-19T03:56:04.027Z,"Greenfelder, Dibbert and Kerluke",FALSE
a8f2bd3e-bb3e-428f-8c5b-59b7b0851e57,2023-04-21T02:43:47.401Z,New Caryhaven,South Dakota,Qatar,-59.8809,107.5427,tabernus,maiores,impedit,contra,canonicus,voluptatem,argentum,57,74.93166741,39,odit,5,1,4,TRUE,0.204425403,2018-01-19T11:16:06.839Z,Kuphal - Kulas,TRUE
66e66643-f06d-466d-9e53-bc8e64024ddc,2018-11-10T15:44:21.120Z,Brekkemouth,Maryland,Afghanistan,-56.3944,-92.0516,voro,conspergo,adipiscor,tardus,cubicularis,ultra,desolo,108,16.84923902,66,depereo,0,1,5,FALSE,0.199029618,2025-12-02T19:06:20.880Z,Schinner and Sons,TRUE
29ad07c6-3a0e-4260-95c0-c48c0241fe35,2022-03-20T00:53:13.287Z,Lake Makenna,New Hampshire,Anguilla,-39.5301,146.1228,natus,allatus,deduco,balbus,thesaurus,surculus,thesaurus,127,118.5273398,16,laboriosam,5,2,5,FALSE,0.120271664,2022-06-29T17:13:09.558Z,Stoltenberg Group,FALSE
47874355-75bf-44ae-9a15-0a8bf4e69713,2022-02-16T09:23:38.209Z,Towson,Iowa,Sri Lanka,54.2297,-95.1399,spiritus,unde,conforto,tergeo,curo,summa,tempus,75,70.17375959,40,vero,0,1,1,TRUE,0.115580212,2024-10-16T17:31:10.856Z,Haley Group,TRUE
3ea81b11-5ad8-4833-a4d1-1ca3626f983e,2025-02-04T14:42:55.354Z,Lake Ludwigbury,California,Portugal,-81.0041,-65.9034,bellicus,stips,bibo,caries,benevolentia,textus,vulgivagus,69,186.2305343,55,angustus,4,1,4,TRUE,0.117332247,2023-10-18T22:22:34.325Z,Wehner - Kovacek,TRUE
4fbfcd7a-7b92-4442-bf84-e7e0c4251a9a,2020-07-01T15:30:50.191Z,Honolulu,Illinois,Syrian Arab Republic,-22.7026,-123.8605,incidunt,vita,vulpes,tergeo,turpis,bestia,decretum,101,160.5901952,58,accedo,0,1,2,TRUE,0.052627809,2025-10-22T13:23:26.578Z,Mohr - Schiller,FALSE
5b6a2ee4-0bdb-4461-ae27-42317b0f4e1d,2022-08-23T12:47:50.150Z,Monahanport,Alabama,Puerto Rico,-21.4207,-148.456,ait,terra,aequitas,ulciscor,vado,socius,ocer,80,194.3997475,18,cimentarius,4,0,1,TRUE,0.089760121,2025-06-30T21:23:44.551Z,"Zulauf, O'Keefe and Marks",FALSE
228b3bbf-cb9b-4614-befa-9a5191edca12,2022-12-24T19:18:01.038Z,Port Marjorie,Virginia,Croatia,21.6847,-139.8418,compello,amplexus,alias,copiose,vester,tolero,vivo,120,101.0537299,23,sub,6,2,4,TRUE,0.198040684,2018-04-30T02:14:21.010Z,Nader and Sons,TRUE
d5999c87-c454-4b3e-832d-6682a2c9c985,2018-12-17T23:10:45.854Z,New Malachistead,Louisiana,Uganda,-41.5421,-95.7493,bonus,accedo,coaegresco,tergeo,armarium,sollers,suppellex,83,61.2463156,76,thymbra,2,2,5,FALSE,0.122578259,2024-07-02T04:51:26.288Z,"Nitzsche, Murray and Roob",TRUE
a13ebb44-5d01-4464-bc89-b57b4bb73680,2019-10-10T11:27:00.968Z,North Richland Hills,West Virginia,Mauritius,46.2858,74.3181,vesco,attollo,beatus,laudantium,vomito,adversus,caute,32,204.9872667,34,astrum,1,1,1,FALSE,0.228667568,2024-09-07T18:25:41.683Z,Koelpin LLC,FALSE
32fbac93-cc19-47b6-9e83-1456fb98ca7e,2022-06-28T15:35:13.077Z,Rowlandberg,Massachusetts,Bosnia and Herzegovina,53.3877,52.0771,commodo,vesco,ater,sublime,compello,corroboro,tristis,45,182.7335558,16,utroque,0,0,1,FALSE,0.097227896,2021-12-14T15:58:39.489Z,"Ziemann, Conroy and Bosco",FALSE
5b6db138-5a7a-4420-a35a-85e888cb777b,2021-05-01T19:50:01.411Z,Toyfort,Pennsylvania,Equatorial Guinea,-69.8953,163.4275,aeternus,aliquid,spargo,venia,commodo,uterque,uberrime,95,2.288838688,69,corpus,0,2,4,TRUE,0.079913721,2019-06-20T09:15:53.593Z,Herzog Inc,FALSE
de023652-9218-40ea-9a35-c91e15177274,2025-10-20T16:47:58.121Z,Lewisville,Arizona,Martinique,59.1425,-107.3915,cubicularis,carbo,tantum,consequatur,textor,sumptus,vulpes,94,97.52354065,95,admoveo,4,2,3,FALSE,0.162086151,2019-04-07T04:10:35.267Z,Stroman - Gorczany,TRUE
528e64ac-6b93-4fd3-9c80-d6ddea910aae,2023-01-27T10:59:20.635Z,San Leandro,Florida,Bulgaria,-85.4244,28.856,aeger,cur,toties,denego,undique,sperno,cibo,83,70.29992786,71,demens,5,0,1,TRUE,0.065893581,2019-08-25T11:32:42.674Z,"Glover, Roberts and Kris",TRUE
a8a235d7-d059-42aa-84c6-4fb70515cd3d,2024-08-06T11:36:59.515Z,New Dave,Connecticut,Myanmar,-87.1064,40.6342,temeritas,adiuvo,ea,alias,consuasor,cognatus,villa,42,18.67594694,20,blanditiis,0,0,2,TRUE,0.121117583,2024-03-20T08:01:08.115Z,Casper - Ullrich,FALSE
d5ab1d7b-4216-4348-88a6-8d53d2fe8661,2023-01-25T03:59:50.232Z,Lancaster,Colorado,Serbia,70.7071,24.5519,textor,cuius,creo,ratione,facilis,abduco,vorax,92,216.5839948,24,vulgivagus,1,1,3,FALSE,0.066755724,2023-01-04T00:04:41.932Z,"Wolf, Steuber and Yost",TRUE
11d035b4-63cb-4369-9aae-34815af0486f,2019-12-11T11:13:53.593Z,North Deborah,Hawaii,Iraq,-52.2648,28.7084,aperiam,virga,vaco,utilis,denego,tabula,arto,75,18.26142884,95,doloremque,0,1,5,FALSE,0.249636289,2023-09-28T02:56:55.393Z,Grady and Sons,FALSE
48479176-494d-438c-8ef2-6e7dacb90c40,2019-04-17T19:28:31.651Z,Logan,Minnesota,Reunion,50.0736,93.9588,capillus,abbas,fugit,temeritas,derelinquo,conspergo,accusantium,38,107.2996675,74,cattus,1,0,1,TRUE,0.181359432,2020-06-10T15:42:47.231Z,Bauch and Sons,FALSE
feaa60bf-0143-4bb4-b77e-2ebe6e0440eb,2022-07-15T13:17:29.995Z,Osinskifield,Kansas,Djibouti,-69.5195,-44.3611,thema,cado,thorax,suadeo,sono,acervus,delinquo,95,134.6680536,72,benigne,4,2,3,TRUE,0.208498204,2024-12-07T20:59:38.652Z,Moen LLC,TRUE
e136a38b-853b-4689-a941-dd22d0160f52,2025-03-04T07:31:19.780Z,Greenberg,Alabama,Iceland,53.6033,-168.0748,administratio,vomito,tamen,voluptatum,ago,arca,depopulo,43,231.5665007,45,culpo,6,2,1,TRUE,0.141403828,2025-02-02T16:32:36.073Z,Gerlach - Zboncak,FALSE
dc6655b6-7940-4533-9a33-7d6d0fb644d8,2025-09-18T04:15:28.134Z,Lake Josephine,Maryland,Portugal,1.971,27.7437,approbo,veritatis,vallum,accendo,unde,alius,stipes,90,68.10514701,29,civis,4,1,2,FALSE,0.028519027,2025-04-28T05:06:27.782Z,"VonRueden, Schuster and Murazik",TRUE
71cb710a-9129-4f99-b851-67a0aafd78db,2025-07-08T19:15:21.720Z,Lake Kolby,Delaware,Niger,81.7868,74.6712,porro,benigne,armarium,utique,astrum,teneo,basium,86,59.57641058,75,similique,5,0,3,TRUE,0.032323528,2023-06-21T20:00:33.669Z,"Gleichner, Rohan and Prosacco",FALSE
4b711482-06d3-4791-8dc1-f755d96f3c65,2022-01-20T01:00:47.731Z,Lake Nathanialside,South Carolina,Benin,-61.5297,169.9057,terebro,terga,nemo,vulnus,acceptus,uter,arguo,70,97.35415871,33,aequus,2,2,1,FALSE,0.247906053,2025-06-30T05:11:45.252Z,"Schultz, Schmitt and Corkery",TRUE
ea386a95-a039-42e3-85d6-17111abc81cd,2021-11-20T06:27:48.877Z,New Bertramland,North Dakota,Thailand,-53.8644,-22.7071,adopto,undique,congregatio,beatae,eos,sui,paulatim,87,106.6061522,22,arma,3,1,5,TRUE,0.178656487,2024-05-25T04:05:16.571Z,Morar - Aufderhar,FALSE
da64c610-23a1-4db0-8050-504df0b5a1f0,2018-04-04T16:22:26.956Z,Wolffborough,West Virginia,United States Minor Outlying Islands,88.3874,80.1829,vilitas,demergo,molestias,iusto,suadeo,absque,ater,79,178.2741668,64,spero,3,0,4,FALSE,0.194171794,2018-08-02T15:25:08.841Z,Howell - Kirlin,TRUE
f0ffd7eb-ad5d-4448-b0d8-7ac03b9c3da3,2022-05-09T00:17:03.188Z,Bauchland,Pennsylvania,Czechia,-51.4769,-128.5385,dens,aeneus,coniecto,beatus,ducimus,ventus,quis,77,171.5178912,20,agnitio,0,2,5,FALSE,0.121027196,2025-07-10T01:39:59.647Z,Howell LLC,FALSE
13868591-2813-4dc5-99bb-97ccb25dee26,2020-06-23T20:19:56.406Z,Candaceton,Washington,Norway,6.0992,-20.6362,deleniti,quia,comitatus,possimus,casus,vita,vox,99,186.4757655,90,ipsa,4,2,3,FALSE,0.218783406,2018-11-26T08:37:12.764Z,Prohaska - Carroll,FALSE
8988f8d2-2e5e-47ca-90a3-96afa0022076,2022-12-13T15:48:23.502Z,East Hendersonview,South Carolina,Belize,-59.4711,148.6122,bonus,considero,cognatus,ultio,turbo,molestiae,conduco,90,67.76422796,91,comburo,1,2,2,FALSE,0.044314557,2022-09-13T10:32:53.663Z,"Hoeger, Paucek and Ritchie",TRUE
6b295328-1b1d-48af-9efc-1260ebb951eb,2024-01-28T00:31:50.733Z,Monterey Park,Rhode Island,Mayotte,-19.3915,-77.6714,solutio,delinquo,quis,corpus,uxor,valens,bos,32,99.14036722,35,turbo,2,0,4,FALSE,0.125436474,2025-10-25T16:47:42.893Z,Hermiston - Hessel,TRUE
e1e80523-d2ca-47bb-8e65-74d3f1e96c78,2019-11-17T22:51:16.951Z,New Gene,Virginia,Tonga,-63.4039,-172.1641,iusto,vilitas,sursum,pecco,auctor,animadverto,corrumpo,61,226.0440318,55,vulnus,2,0,3,FALSE,0.135543042,2021-08-08T16:12:10.145Z,Treutel - Wiegand,TRUE
87efe286-ef02-4147-b7a2-0349d333b5b1,2022-09-04T02:09:24.755Z,Eleazartown,Pennsylvania,Malta,88.4801,178.3815,videlicet,admitto,claudeo,error,confido,asper,supra,127,38.18207378,100,adficio,3,2,2,FALSE,0.020544744,2025-05-25T20:28:52.289Z,Hand - Hoppe,FALSE
0075ed58-ccb2-4894-9a51-4209b723b410,2022-02-19T22:50:21.137Z,East Jordan,Colorado,Iceland,-48.6249,89.8662,pel,eaque,vicissitudo,urbs,ventito,aegre,textor,40,125.47445,98,ipsam,5,2,3,FALSE,0.032558131,2019-06-28T14:56:38.513Z,"Paucek, Berge and Kuhn",TRUE
